#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-02-22T10:47:31 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ60338a8c24f1	
#INFO	-out.max=unlimited	
#INFO	queryParameters=14	
#-oc.form=dec
#-out.max=unlimited
#-sort=_r
#-nav=cat:IX/10A&tab:{IX/10A/1rxs}&key:source=IX/10A/1rxs&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=IX/10A/1rxs
#-order=I
#-out=1RXS
#-out=RAJ2000
#-out=DEJ2000
#-out=Count
#

#RESOURCE=yCat_9010
#Name: IX/10A
#Title: ROSAT All-Sky Bright Source Catalogue (1RXS) (Voges+ 1999)
#Table	IX_10A_1rxs:
#Name: IX/10A/1rxs
#Title: The 1RXS catalogue
#Column	1RXS	(A16)	ROSAT All-Sky Survey Catalogue source name (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F9.5)	Right ascension (J2000), decimal degrees	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination (J2000), decimal degrees	[ucd=pos.eq.dec;meta.main]
#Column	Count	(E9.2)	? Source countrate (4)	[ucd=phot.count;em.X-ray]
Name;deg;deg;ct/s
J022505.3+184654;036.27208;+18.78167; 2.20e-01
J022509.0-631326;036.28750;-63.22403; 2.10e-01
J022509.9-292815;036.29125;-29.47083; 2.07e-01
J022511.9-102835;036.29958;-10.47639; 5.07e-02
J022515.3-322536;036.31375;-32.42667; 7.23e-02
J022519.3-441531;036.33042;-44.25861; 5.20e-02
J022525.9-170934;036.35791;-17.15944; 6.79e-02
J022537.6+284552;036.40667;+28.76458; 6.65e-02
J022538.3+373225;036.40958;+37.54028; 5.00e-02
J022541.1+335901;036.42125;+33.98375; 6.19e-02
J022552.2-415446;036.46750;-41.91292; 1.98e-01
J022553.2-525749;036.47166;-52.96375; 6.53e-02
J022559.0-152025;036.49583;-15.34028; 9.17e-02
J022609.4-005323;036.53917;-00.88972; 8.46e-02
J022611.0-670239;036.54583;-67.04430; 1.43e-01
J022611.4-383310;036.54750;-38.55278; 8.29e-02
J022616.3+061729;036.56792;+06.29139; 7.74e-02
J022624.6-213309;036.60250;-21.55250; 6.09e-02
J022638.0-411946;036.65833;-41.32944; 9.68e-02
J022639.0-444117;036.66250;-44.68806; 2.46e-01
J022645.0-843223;036.68750;-84.53972; 5.72e-02
J022709.2+342334;036.78833;+34.39278; 9.54e-02
J022712.6-285118;036.80250;-28.85500; 8.80e-02
J022716.1-292926;036.81709;-29.49055; 5.62e-02
J022716.6+020154;036.81916;+02.03181; 1.54e+00
J022726.9+333454;036.86208;+33.58167; 8.39e-02
J022728.4+305828;036.86833;+30.97445; 5.66e-01
J022733.2+285834;036.88834;+28.97625; 7.41e-02
J022738.2+441004;036.90917;+44.16778; 1.01e-01
J022740.8+455441;036.92000;+45.91139; 5.10e-02
J022742.2-335351;036.92583;-33.89750; 1.06e-01
J022757.5-210900;036.98958;-21.15014; 1.44e-01
J022801.1+504901;037.00459;+50.81694; 5.99e-02
J022809.3+281057;037.03875;+28.18264; 1.25e-01
J022809.7-134012;037.04042;-13.67000; 7.37e-02
J022810.2-505639;037.04250;-50.94431; 5.27e-02
J022814.6+311838;037.06083;+31.31056; 3.42e-01
J022814.6-382230;037.06083;-38.37514; 8.97e-02
J022815.6-405712;037.06500;-40.95333; 4.37e-01
J022818.9-611817;037.07875;-61.30486; 5.24e+00
J022819.7-385528;037.08208;-38.92445; 9.05e-02
J022822.9-170155;037.09542;-17.03208; 7.72e-02
J022824.4+053801;037.10167;+05.63361; 1.12e-01
J022825.2-103525;037.10500;-10.59028; 7.96e-02
J022830.6+313425;037.12750;+31.57361; 1.40e-01
J022834.1-805352;037.14208;-80.89792; 7.11e-02
J022839.4-093550;037.16417;-09.59736; 6.96e-02
J022840.5-305454;037.16875;-30.91514; 7.77e-02
J022843.6-311332;037.18167;-31.22556; 6.77e-02
J022844.1-555427;037.18375;-55.90764; 9.59e-02
J022846.4+162714;037.19333;+16.45389; 1.74e-01
J022851.6+335949;037.21500;+33.99694; 8.03e-02
J022859.6+072007;037.24833;+07.33542; 9.63e-02
J022901.8-153856;037.25750;-15.64889; 6.87e-02
J022901.8-410813;037.25750;-41.13708; 5.90e-02
J022902.9+672407;037.26208;+67.40195; 2.28e-01
J022904.0+380548;037.26667;+38.09667; 1.17e-01
J022922.5-333221;037.34375;-33.53931; 2.64e-01
J022928.8-185556;037.37000;-18.93236; 9.76e-02
J022930.9-633448;037.37875;-63.58014; 7.85e-02
J022936.4-055200;037.40167;-05.86681; 1.13e-01
J022936.5+342334;037.40208;+34.39292; 1.68e-01
J022939.1-471336;037.41292;-47.22667; 5.33e-02
J022942.2+720606;037.42583;+72.10167; 1.42e-01
J022954.0-303604;037.47500;-30.60111; 6.63e-02
J022955.1-131554;037.47958;-13.26514; 5.54e-02
J023005.5-085951;037.52292;-08.99764; 2.14e+00
J023032.5+251413;037.63541;+25.23708; 1.42e-01
J023033.0-434212;037.63750;-43.70347; 1.75e-01
J023034.5-154327;037.64375;-15.72431; 8.03e-02
J023045.4-315306;037.68917;-31.88500; 1.42e-01
J023045.4-450655;037.68917;-45.11528; 1.23e-01
J023047.5+565618;037.69792;+56.93833; 5.68e-02
J023052.9-684203;037.72042;-68.70097; 2.60e-01
J023118.5-361143;037.82708;-36.19542; 1.70e-01
J023122.3+350533;037.84292;+35.09250; 5.62e-02
J023126.4-375831;037.86000;-37.97528; 9.61e-02
J023131.1-482659;037.87958;-48.44972; 8.44e-02
J023131.9-461113;037.88292;-46.18694; 1.06e-01
J023145.3-333945;037.93875;-33.66250; 5.73e-02
J023211.0+552723;038.04583;+55.45639; 5.45e-02
J023213.4+064948;038.05583;+06.83000; 8.86e-02
J023215.1-362545;038.06292;-36.42931; 9.42e-02
J023216.6-442040;038.06917;-44.34458; 2.31e-01
J023216.9-121634;038.07042;-12.27611; 7.25e-02
J023224.1-440008;038.10042;-44.00222; 1.68e-01
J023231.4+340435;038.13083;+34.07653; 1.07e-01
J023236.8+313130;038.15333;+31.52500; 6.83e-02
J023238.8-371812;038.16167;-37.30333; 5.16e-02
J023238.9-442149;038.16208;-44.36361; 1.52e-01
J023245.8+063706;038.19083;+06.61833; 1.44e-01
J023248.3+201722;038.20125;+20.28944; 4.26e-01
J023252.0-283327;038.21667;-28.55764; 6.17e-02
J023253.3+150213;038.22208;+15.03694; 3.06e-01
J023306.5+414855;038.27708;+41.81528; 6.20e-02
J023321.6-045455;038.34000;-04.91528; 1.06e-01
J023336.5+245549;038.40208;+24.93042; 1.45e-01
J023343.2-221744;038.43000;-22.29569; 9.60e-02
J023349.3+022933;038.45542;+02.49250; 1.61e-01
J023349.5-054516;038.45625;-05.75444; 1.29e-01
J023354.6+402418;038.47750;+40.40514; 1.15e-01
J023400.1-181155;038.50042;-18.19875; 1.02e-01
J023401.2-653634;038.50500;-65.60958; 6.77e-02
J023410.6-313129;038.54417;-31.52486; 6.80e-02
J023423.0-434739;038.59583;-43.79430; 3.68e+00
J023428.6+804341;038.61917;+80.72820; 9.18e-02
J023428.6-470139;038.61917;-47.02764; 5.87e-02
J023430.8-463209;038.62833;-46.53584; 9.59e-02
J023434.1-520359;038.64209;-52.06639; 6.54e-02
J023438.0-084714;038.65834;-08.78722; 1.28e+00
J023443.1-583114;038.67958;-58.52069; 7.92e-02
J023447.6-222250;038.69834;-22.38070; 7.59e-02
J023457.3-855013;038.73875;-85.83708; 5.69e-02
J023504.2+313927;038.76750;+31.65750; 1.52e-01
J023506.0-473706;038.77500;-47.61833; 1.03e-01
J023507.3-040214;038.78042;-04.03722; 1.24e-01
J023513.9-293616;038.80792;-29.60458; 3.56e-01
J023522.7+233442;038.84459;+23.57833; 9.82e-02
J023527.6-445305;038.86500;-44.88486; 5.44e-02
J023532.5-133935;038.88542;-13.65972; 7.15e-02
J023536.7-293845;038.90292;-29.64583; 1.78e-01
J023540.4-132116;038.91833;-13.35444; 9.01e-02
J023541.9+633802;038.92459;+63.63389; 5.09e-02
J023542.3-443351;038.92625;-44.56430; 5.71e-02
J023545.8+024749;038.94083;+02.79708; 6.99e-02
J023547.9+344107;038.94958;+34.68542; 9.70e-02
J023552.3-291242;038.96791;-29.21167; 1.00e-01
J023601.9+082124;039.00792;+08.35667; 9.22e-02
J023630.5-592827;039.12709;-59.47430; 6.69e-02
J023640.8-192228;039.17000;-19.37458; 2.59e-01
J023644.4+224028;039.18500;+22.67458; 1.10e-01
J023651.8-520300;039.21584;-52.05000; 3.32e-01
J023653.4-613620;039.22250;-61.60556; 6.17e-02
J023654.1-422149;039.22542;-42.36375; 6.39e-02
J023658.1+243859;039.24208;+24.64972; 4.72e-01
J023702.6-442428;039.26083;-44.40778; 6.32e-02
J023702.8-522345;039.26167;-52.39583; 9.66e-02
J023725.5-122129;039.35625;-12.35806; 1.66e-01
J023727.6-263027;039.36500;-26.50750; 1.60e-01
J023732.4-244800;039.38500;-24.80014; 6.77e-02
J023733.9-360330;039.39125;-36.05833; 2.22e-01
J023734.5-391925;039.39375;-39.32361; 1.23e-01
J023739.9+181945;039.41625;+18.32931; 9.93e-02
J023745.7-212845;039.44042;-21.47917; 5.43e-02
J023755.8+391121;039.48250;+39.18917; 5.56e-02
J023800.5-390505;039.50208;-39.08486; 6.32e-02
J023801.1+724857;039.50458;+72.81597; 6.71e-02
J023809.6+051210;039.54000;+05.20278; 7.69e-02
J023816.5+374336;039.56875;+37.72681; 7.51e-02
J023819.9-521132;039.58292;-52.19222; 2.38e+00
J023824.9-375925;039.60375;-37.99028; 8.07e-02
J023827.5+015426;039.61458;+01.90722; 3.16e-01
J023832.1+023336;039.63375;+02.56000; 1.61e-01
J023832.6-311658;039.63584;-31.28292; 5.73e-01
J023835.3-290325;039.64708;-29.05694; 8.65e-02
J023845.4-525710;039.68917;-52.95292; 8.57e-01
J023847.5+401059;039.69792;+40.18306; 5.00e-02
J023849.4-403844;039.70583;-40.64556; 3.87e-01
J023849.8-125854;039.70750;-12.98181; 1.17e-01
J023857.3+444429;039.73875;+44.74153; 1.78e-01
J023901.2-193714;039.75500;-19.62070; 6.99e-02
J023901.2-581112;039.75500;-58.18681; 1.34e+00
J023920.8-371101;039.83667;-37.18361; 6.49e-02
J023921.5-051216;039.83958;-05.20458; 1.02e-01
J023923.5-000130;039.84792;-00.02500; 1.44e-01
J023930.9+242758;039.87875;+24.46625; 5.81e-02
J023939.0-272945;039.91250;-27.49597; 6.30e-02
J023947.9+500349;039.94958;+50.06361; 1.11e-01
J023948.1-425327;039.95042;-42.89097; 4.73e-01
J023955.6-111817;039.98167;-11.30486; 6.66e-02
J024002.3+610755;040.00959;+61.13208; 1.33e-01
J024012.4-092657;040.05167;-09.44917; 1.56e-01
J024012.4+614358;040.05167;+61.73278; 1.09e-01
J024014.8-033129;040.06167;-03.52472; 1.12e-01
J024028.4-093625;040.11833;-09.60708; 9.30e-02
J024029.7+200602;040.12375;+20.10069; 6.05e-02
J024031.0-162258;040.12917;-16.38292; 1.37e-01
J024033.3-420233;040.13875;-42.04250; 1.18e-01
J024033.5+611358;040.13958;+61.23292; 5.39e-02
J024039.0-543252;040.16250;-54.54792; 1.30e-01
J024041.8-063913;040.17417;-06.65375; 9.65e-02
J024110.7-284406;040.29458;-28.73500; 7.40e-02
J024113.9-004146;040.30792;-00.69611; 4.67e-01
J024115.0-621532;040.31250;-62.25889; 7.22e-02
J024115.2-304139;040.31333;-30.69417; 8.41e-02
J024115.7-480733;040.31542;-48.12583; 1.19e-01
J024118.8-572522;040.32833;-57.42278; 6.06e-02
J024122.1-283919;040.34208;-28.65542; 1.64e-01
J024126.0+055923;040.35833;+05.98972; 5.57e-01
J024135.2+071117;040.39667;+07.18806; 1.47e-01
J024143.6-391333;040.43166;-39.22597; 5.91e-02
J024146.8-525943;040.44500;-52.99528; 6.77e-01
J024150.7-280606;040.46125;-28.10167; 5.60e-02
J024202.0-383303;040.50834;-38.55083; 6.83e-02
J024207.6-452234;040.53167;-45.37625; 8.62e-02
J024208.5-463121;040.53542;-46.52250; 1.65e-01
J024213.8-545711;040.55750;-54.95306; 1.96e-01
J024214.5+074442;040.56042;+07.74500; 9.85e-02
J024215.2+053037;040.56333;+05.51028; 4.86e-01
J024220.7+383727;040.58625;+38.62417; 1.56e-01
J024224.1-660355;040.60042;-66.06541; 5.10e-02
J024228.7-384501;040.61958;-38.75042; 7.46e-02
J024233.5-504756;040.63958;-50.79903; 2.81e-01
J024234.4-573932;040.64333;-57.65903; 8.27e-02
J024235.9-213215;040.64959;-21.53750; 2.28e-01
J024239.8+502802;040.66583;+50.46736; 5.56e-02
J024240.9-000046;040.67042;-00.01292; 1.78e+00
J024241.2+005715;040.67167;+00.95431; 1.77e-01
J024250.0+273212;040.70833;+27.53681; 5.59e-02
J024319.0+031408;040.82917;+03.23556; 3.76e-01
J024320.7+192534;040.83625;+19.42611; 8.10e-02
J024326.2-375540;040.85917;-37.92792; 1.84e+00
J024333.1+170831;040.88792;+17.14194; 6.30e-02
J024337.8-303047;040.90750;-30.51320; 9.05e-02
J024338.1-483347;040.90875;-48.56306; 5.20e-02
J024351.9+290003;040.96625;+29.00097; 6.96e-02
J024359.3-422049;040.99709;-42.34694; 1.03e-01
J024402.5-261101;041.01042;-26.18361; 8.78e-02
J024411.7+491348;041.04875;+49.23000; 1.52e-01
J024413.4-361827;041.05583;-36.30764; 9.76e-02
J024416.0+253134;041.06667;+25.52611; 5.28e-02
J024421.3-190558;041.08875;-19.09945; 8.55e-02
J024426.0-265959;041.10833;-26.99972; 5.51e-02
J024436.8+211358;041.15333;+21.23292; 5.10e-02
J024439.8-581953;041.16583;-58.33139; 6.15e-01
J024457.5-440738;041.23958;-44.12722; 6.21e-02
J024457.8+622810;041.24083;+62.46958; 4.11e-01
J024502.4-221006;041.26000;-22.16833; 9.02e-02
J024506.5-183416;041.27708;-18.57125; 9.06e-01
J024513.8-434410;041.30750;-43.73625; 2.33e-01
J024515.7-462754;041.31542;-46.46500; 1.14e-01
J024521.0+270022;041.33750;+27.00611; 7.82e-02
J024523.2-240624;041.34667;-24.10667; 6.91e-02
J024524.3+143518;041.35125;+14.58847; 1.83e-01
J024528.9+262039;041.37042;+26.34417; 1.26e-01
J024530.3-530206;041.37625;-53.03514; 1.12e-01
J024551.7+654343;041.46542;+65.72875; 6.03e-02
J024554.2-445942;041.47583;-44.99514; 1.57e-01
J024556.7-272345;041.48625;-27.39583; 8.32e-02
J024605.6-171909;041.52333;-17.31931; 8.28e-02
J024606.0+365312;041.52500;+36.88681; 5.48e-01
J024608.3-113243;041.53458;-11.54528; 1.37e-01
J024614.7+053537;041.56125;+05.59375; 1.69e-01
J024620.0-301639;041.58334;-30.27750; 1.87e-01
J024628.7-270415;041.61958;-27.07097; 8.45e-02
J024640.4-242608;041.66833;-24.43556; 5.64e-02
J024642.8-334340;041.67833;-33.72778; 1.13e-01
J024646.0-213818;041.69167;-21.63833; 6.27e-02
J024710.4-222924;041.79333;-22.49014; 2.93e-01
J024720.7-605042;041.83625;-60.84514; 1.00e-01
J024727.2-001220;041.86333;-00.20569; 3.28e-01
J024727.2+192224;041.86333;+19.37347; 3.45e-01
J024734.4-300235;041.89333;-30.04319; 5.98e-02
J024740.7+194103;041.91958;+19.68431; 9.68e-02
J024740.8-230734;041.92000;-23.12625; 5.83e-02
J024748.0-513001;041.95000;-51.50028; 7.82e-02
J024750.8-225003;041.96167;-22.83417; 1.06e-01
J024751.2+361157;041.96334;+36.19917; 5.15e-02
J024802.6-033206;042.01083;-03.53500; 2.30e-01
J024807.8+150010;042.03250;+15.00278; 5.11e-02
J024807.8+270407;042.03250;+27.06861; 1.16e-01
J024807.9-365857;042.03292;-36.98250; 7.52e-01
J024814.8-193954;042.06167;-19.66514; 7.19e-02
J024817.2+132226;042.07167;+13.37403; 8.69e-02
J024821.5-303807;042.08958;-30.63542; 5.36e-02
J024824.4-313341;042.10167;-31.56153; 9.10e-02
J024843.0+310701;042.17917;+31.11708; 6.79e+00
J024853.5-340428;042.22292;-34.07444; 1.35e-01
J024854.7+693804;042.22792;+69.63445; 6.70e-01
J024902.4-102912;042.26000;-10.48681; 1.32e-01
J024920.8+191813;042.33667;+19.30361; 2.34e-01
J024933.0+575309;042.38750;+57.88583; 1.49e-01
J024937.1-311114;042.40458;-31.18736; 3.63e-01
J024939.4-244945;042.41417;-24.82917; 6.87e-02
J024939.9-542839;042.41625;-54.47764; 1.41e-01
J024946.0-382540;042.44167;-38.42778; 1.29e-01
J024952.1+085636;042.46708;+08.94347; 9.59e-02
J024955.0+334515;042.47917;+33.75431; 1.81e-01
J025008.0+472849;042.53333;+47.48028; 5.15e-02
J025018.2-212951;042.57583;-21.49750; 2.36e-01
J025020.0+372909;042.58333;+37.48583; 2.25e-01
J025029.9+115206;042.62458;+11.86847; 5.69e-01
J025038.8+171215;042.66167;+17.20417; 1.17e-01
J025041.1+581131;042.67125;+58.19194; 6.06e-02
J025046.7-344845;042.69458;-34.81250; 5.42e-02
J025048.0-395607;042.70000;-39.93528; 1.30e-01
J025050.7-260043;042.71125;-26.01194; 5.37e-02
J025055.4-361640;042.73083;-36.27778; 1.39e-01
J025100.3-340914;042.75125;-34.15403; 6.59e-02
J025102.0-210013;042.75834;-21.00375; 1.76e-01
J025107.2+602506;042.78000;+60.41833; 8.28e-02
J025111.7-475314;042.79875;-47.88722; 7.34e-02
J025117.9-410950;042.82458;-41.16403; 5.95e-02
J025125.7+132309;042.85708;+13.38583; 2.25e-01
J025126.1-245653;042.85875;-24.94819; 2.02e-01
J025151.9+433704;042.96625;+43.61778; 6.11e-02
J025153.2+222735;042.97167;+22.45972; 9.28e-01
J025153.5-613704;042.97292;-61.61792; 9.67e-01
J025202.0-113455;043.00834;-11.58208; 8.77e-02
J025203.4-451634;043.01417;-45.27625; 6.93e-02
J025210.4-393624;043.04333;-39.60680; 1.16e-01
J025211.3+320446;043.04708;+32.07944; 6.76e-02
J025216.9+361658;043.07042;+36.28278; 1.38e-01
J025222.3+632441;043.09292;+63.41153; 3.04e-01
J025223.5+372914;043.09792;+37.48736; 5.07e-02
J025223.7-434753;043.09875;-43.79805; 1.60e-01
J025225.6+125231;043.10667;+12.87542; 6.66e-02
J025228.9-592234;043.12042;-59.37625; 8.27e-02
J025232.3-124610;043.13459;-12.76958; 1.20e+00
J025233.7+221924;043.14042;+22.32347; 5.79e-02
J025243.5-340754;043.18125;-34.13167; 7.04e-02
J025245.2-265043;043.18833;-26.84528; 7.99e-02
J025250.3-011605;043.20958;-01.26819; 1.52e-01
J025251.1+104030;043.21292;+10.67514; 6.72e-02
J025328.3-544150;043.36792;-54.69722; 8.06e-02
J025331.6-391251;043.38166;-39.21431; 1.02e-01
J025335.1-382620;043.39625;-38.43903; 1.39e-01
J025346.9-613529;043.44542;-61.59153; 1.13e-01
J025351.3+152118;043.46375;+15.35500; 2.92e-01
J025357.3+460947;043.48875;+46.16306; 7.49e-02
J025359.7+362559;043.49875;+36.43306; 6.57e-02
J025402.6-355425;043.51083;-35.90708; 7.27e-02
J025407.6-413731;043.53167;-41.62528; 1.12e-01
J025411.8+403531;043.54917;+40.59208; 6.86e-02
J025413.9+423520;043.55791;+42.58889; 1.47e-01
J025414.5+413530;043.56042;+41.59167; 2.64e+00
J025416.6-261527;043.56917;-26.25750; 6.39e-02
J025425.1-352931;043.60458;-35.49194; 6.16e-02
J025429.0-563942;043.62083;-56.66180; 3.13e-01
J025432.4-510829;043.63500;-51.14153; 1.22e-01
J025434.7-261611;043.64458;-26.26986; 1.39e-01
J025437.1+152558;043.65458;+15.43292; 6.98e-02
J025439.4-051948;043.66417;-05.33014; 2.96e-01
J025441.4+393143;043.67250;+39.52875; 9.31e-02
J025443.8+472640;043.68250;+47.44458; 9.83e-02
J025448.0-402653;043.70000;-40.44806; 2.17e-01
J025503.1-542348;043.76292;-54.39680; 6.86e-02
J025511.2-612708;043.79667;-61.45222; 6.04e-02
J025514.5+090655;043.81042;+09.11542; 5.95e-02
J025526.8-261355;043.86167;-26.23195; 1.13e-01
J025538.2-224655;043.90917;-22.78194; 2.29e-01
J025539.1+385436;043.91292;+38.91014; 5.62e-02
J025543.9+474652;043.93292;+47.78111; 4.18e-01
J025546.2-423520;043.94250;-42.58903; 5.11e-02
J025552.4+091853;043.96833;+09.31472; 8.26e-02
J025601.7-162919;044.00708;-16.48875; 9.28e-02
J025613.6-801240;044.05667;-80.21125; 7.91e-02
J025613.8-790808;044.05750;-79.13570; 6.18e-02
J025620.0+614129;044.08333;+61.69139; 1.08e-01
J025626.2+180111;044.10917;+18.01986; 5.15e-02
J025635.3-244743;044.14708;-24.79542; 1.23e-01
J025636.8-530934;044.15334;-53.15958; 9.50e-02
J025640.9+334222;044.17042;+33.70611; 7.07e-02
J025647.9-634252;044.19958;-63.71458; 6.38e-02
J025651.8+583511;044.21583;+58.58639; 6.62e-02
J025652.0-243327;044.21667;-24.55750; 6.47e-02
J025658.0-473656;044.24167;-47.61555; 6.47e-02
J025658.3+603355;044.24292;+60.56542; 7.48e-02
J025659.9+101912;044.24958;+10.32014; 7.18e-02
J025708.0+335711;044.28334;+33.95319; 5.96e-02
J025709.6-232549;044.29000;-23.43028; 8.33e-02
J025713.4-295118;044.30583;-29.85500; 1.25e-01
J025719.4+483802;044.33084;+48.63403; 9.96e-02
J025726.6+093020;044.36083;+09.50556; 1.06e-01
J025732.7+060107;044.38625;+06.01875; 4.48e-01
J025740.5+235755;044.41875;+23.96528; 3.96e-01
J025740.7-163050;044.41959;-16.51389; 1.47e-01
J025742.0-220901;044.42500;-22.15042; 1.45e-01
J025745.9+443134;044.44125;+44.52625; 3.12e-01
J025750.7+130243;044.46125;+13.04528; 3.08e-01
J025751.8+115759;044.46583;+11.96653; 9.67e-02
J025753.2-281404;044.47166;-28.23444; 1.61e-01
J025755.2-314706;044.48000;-31.78514; 7.10e-02
J025755.5+415159;044.48125;+41.86653; 8.10e-02
J025804.2+204011;044.51750;+20.66972; 1.19e-01
J025804.6-624115;044.51917;-62.68750; 8.01e-02
J025815.7-210527;044.56542;-21.09097; 1.08e-01
J025828.0+294805;044.61666;+29.80153; 6.06e-02
J025848.7-544811;044.70292;-54.80305; 7.08e-02
J025858.2+133449;044.74250;+13.58042; 1.75e+00
J025859.1-450451;044.74625;-45.08097; 1.00e-01
J025905.5-380725;044.77292;-38.12361; 5.09e-02
J025930.7-242249;044.87792;-24.38042; 3.89e-01
J025931.1-251601;044.87958;-25.26694; 1.92e-01
J025931.2-041052;044.88000;-04.18111; 6.07e-01
J025934.8-364537;044.89500;-36.76028; 5.06e-02
J025935.3+351946;044.89709;+35.32958; 5.65e-02
J025938.5+441722;044.91042;+44.28959; 1.14e-01
J025939.0+140253;044.91250;+14.04806; 5.78e-02
J025943.1+193248;044.92958;+19.54667; 9.45e-02
J025943.6-232304;044.93167;-23.38458; 6.47e-02
J025946.5-512101;044.94375;-51.35042; 6.04e-02
J025952.4+380149;044.96833;+38.03028; 1.45e-01
J025956.2-302618;044.98417;-30.43833; 5.74e-02
J030004.3+074508;045.01792;+07.75236; 5.78e-02
J030006.4-453948;045.02667;-45.66333; 5.48e-02
J030007.6+163023;045.03167;+16.50653; 3.29e-01
J030010.1-494058;045.04208;-49.68278; 5.23e-02
J030016.2+722537;045.06750;+72.42709; 7.61e-02
J030019.6+385508;045.08167;+38.91889; 1.23e-01
J030020.2-372721;045.08417;-37.45597; 7.56e-02
J030030.3+024104;045.12625;+02.68458; 7.24e-02
J030034.0-494231;045.14167;-49.70875; 1.27e-01
J030036.1-361805;045.15042;-36.30139; 5.08e-02
J030045.3+442714;045.18875;+44.45403; 5.63e-01
J030047.4-370806;045.19750;-37.13500; 6.22e-02
J030054.0-401753;045.22500;-40.29805; 7.06e-02
J030106.1+543649;045.27542;+54.61375; 8.21e-02
J030107.6-470635;045.28167;-47.10972; 2.24e-01
J030108.5+374240;045.28542;+37.71125; 1.12e-01
J030121.9+441513;045.34125;+44.25361; 5.23e-02
J030122.7+112345;045.34458;+11.39597; 1.17e-01
J030136.9+015517;045.40375;+01.92139; 2.05e-01
J030145.1+011538;045.43792;+01.26056; 1.04e-01
J030150.6+355003;045.46083;+35.83430; 1.56e-01
J030152.0-163538;045.46666;-16.59403; 1.77e-01
J030155.4-433052;045.48083;-43.51445; 6.80e-02
J030202.6-243048;045.51083;-24.51333; 9.31e-02
J030225.7-275838;045.60708;-27.97722; 6.90e-02
J030226.6+222225;045.61083;+22.37375; 6.73e-02
J030242.6-074113;045.67750;-07.68694; 5.40e-01
J030255.0+323121;045.72917;+32.52250; 5.89e-02
J030303.9-783619;045.76625;-78.60542; 6.20e-02
J030308.2+385843;045.78417;+38.97875; 6.73e-02
J030313.9-474214;045.80792;-47.70403; 1.96e-01
J030317.7-273536;045.82375;-27.59347; 1.37e-01
J030319.3-080458;045.83041;-08.08278; 1.22e-01
J030322.7+015549;045.84459;+01.93042; 1.59e-01
J030326.3-240717;045.85958;-24.12153; 6.45e-01
J030327.8+230347;045.86583;+23.06319; 7.52e-02
J030329.3-331010;045.87208;-33.16958; 1.23e-01
J030330.0+055425;045.87500;+05.90694; 2.68e-01
J030335.4+362635;045.89750;+36.44305; 8.76e-02
J030336.5-253533;045.90208;-25.59264; 1.21e-01
J030340.0-563043;045.91667;-56.51194; 8.32e-02
J030343.2-761608;045.93000;-76.26889; 8.82e-02
J030344.4-775222;045.93500;-77.87292; 1.38e-01
J030344.6-314639;045.93583;-31.77750; 7.46e-02
J030349.4+250241;045.95583;+25.04472; 1.16e-01
J030356.9+373904;045.98708;+37.65125; 5.93e-02
J030400.9+312333;046.00375;+31.39264; 7.20e-02
J030405.0+300312;046.02084;+30.05333; 6.49e-02
J030405.3-365605;046.02208;-36.93486; 1.21e-01
J030416.4-283215;046.06834;-28.53750; 3.96e-01
J030416.5+201111;046.06875;+20.18639; 8.61e-02
J030420.5-440140;046.08542;-44.02778; 1.28e-01
J030421.4+211801;046.08916;+21.30042; 8.88e-02
J030432.9-511904;046.13708;-51.31792; 5.97e-02
J030437.1+025706;046.15458;+02.95167; 9.27e-02
J030443.2+143740;046.18000;+14.62792; 1.94e-01
J030443.9-310255;046.18291;-31.04875; 5.74e-02
J030455.7-355651;046.23208;-35.94764; 1.28e-01
J030504.8-635646;046.27000;-63.94625; 6.65e-02
J030510.1-372507;046.29208;-37.41861; 5.02e-02
J030511.8+653310;046.29916;+65.55278; 6.15e-02
J030536.2+421144;046.40083;+42.19569; 5.30e-02
J030536.7+762257;046.40292;+76.38264; 1.88e-01
J030604.5-405311;046.51875;-40.88639; 8.73e-02
J030605.0-484748;046.52084;-48.79681; 1.02e-01
J030606.3-390212;046.52625;-39.03667; 1.93e-01
J030618.8-652109;046.57833;-65.35250; 3.09e-01
J030630.2-753103;046.62584;-75.51750; 5.24e-02
J030633.3+103057;046.63875;+10.51583; 5.65e-02
J030640.2+000342;046.66750;+00.06181; 7.42e-02
J030702.9-284003;046.76208;-28.66764; 2.27e-01
J030708.5-303736;046.78542;-30.62667; 6.94e-02
J030724.5-322158;046.85209;-32.36611; 6.59e-02
J030754.5+603125;046.97709;+60.52375; 6.32e-02
J030755.6-281310;046.98167;-28.21944; 1.54e+00
J030757.2-224221;046.98833;-22.70583; 1.13e-01
J030759.1+302032;046.99625;+30.34222; 4.51e-01
J030806.3+023900;047.02625;+02.65014; 8.48e-02
